# mod_name_map.tsv - auto-generated by ggpk-tools/PoeDataExtract
# source: data/balance/mods.datc64 + ModFamily (2-way join via Mods.Families[0])
# columns: mod_id	affix_name	gen_type	tier_word
# generated: 2026-05-26T10:26:47Z
LifeGainedFromEnemyDeath4	of Conquest	2	IncreasedLife
LifeGainedFromEnemyDeath5	of Vanquishing	2	IncreasedLife
LifeGainedFromEnemyDeath6	of Valour	2	IncreasedLife
LifeGainedFromEnemyDeath7	of Glory	2	IncreasedLife
LifeGainedFromEnemyDeath8	of Legend	2	IncreasedLife
ManaGainedFromEnemyDeath1	of Absorption	2	IncreasedLife
ManaGainedFromEnemyDeath2	of Osmosis	2	IncreasedLife
ManaGainedFromEnemyDeath3	of Infusion	2	IncreasedLife
ManaGainedFromEnemyDeath4	of Enveloping	2	IncreasedLife
ManaGainedFromEnemyDeath5	of Consumption	2	IncreasedLife
ManaGainedFromEnemyDeath6	of Siphoning	2	IncreasedLife
ManaGainedFromEnemyDeath7	of Devouring	2	IncreasedLife
ManaGainedFromEnemyDeath8	of Assimilation	2	IncreasedLife
LifeGainPerTarget1	of Rejuvenation	2	IncreasedLife
LifeGainPerTarget2	of Restoration	2	IncreasedLife
LifeGainPerTarget3	of Regrowth	2	IncreasedLife
LifeGainPerTarget4	of Nourishment	2	IncreasedLife
LifeGainPerTargetLocal1	of Rejuvenation	2	IncreasedLife
LifeGainPerTargetLocal2	of Restoration	2	IncreasedLife
LifeGainPerTargetLocal3	of Regrowth	2	IncreasedLife
LifeGainPerTargetLocal4	of Nourishment	2	IncreasedLife
IncreasedAttackSpeed1	of Skill	2	IncreasedLife
IncreasedAttackSpeed2	of Ease	2	IncreasedLife
IncreasedAttackSpeed3	of Mastery	2	IncreasedLife
IncreasedAttackSpeed4	of Renown	2	IncreasedLife
LocalIncreasedAttackSpeed1	of Skill	2	IncreasedLife
LocalIncreasedAttackSpeed2	of Ease	2	IncreasedLife
LocalIncreasedAttackSpeed3	of Mastery	2	IncreasedLife
LocalIncreasedAttackSpeed4	of Renown	2	IncreasedLife
LocalIncreasedAttackSpeed5	of Acclaim	2	IncreasedLife
LocalIncreasedAttackSpeed6	of Fame	2	IncreasedLife
LocalIncreasedAttackSpeed7	of Infamy	2	IncreasedLife
LocalIncreasedAttackSpeed8	of Celebration	2	IncreasedLife
NearbyAlliesIncreasedAttackSpeed1	of Skill	2	IncreasedLife
NearbyAlliesIncreasedAttackSpeed2	of Ease	2	IncreasedLife
NearbyAlliesIncreasedAttackSpeed3	of Mastery	2	IncreasedLife
NearbyAlliesIncreasedAttackSpeed4	of Renown	2	IncreasedLife
IncreasedCastSpeed1	of Talent	2	IncreasedLife
IncreasedCastSpeed2	of Nimbleness	2	IncreasedLife
IncreasedCastSpeed3	of Expertise	2	IncreasedLife
IncreasedCastSpeed4	of Sortilege	2	IncreasedLife
IncreasedCastSpeed5	of Legerdemain	2	IncreasedLife
IncreasedCastSpeed6	of Prestidigitation	2	IncreasedLife
IncreasedCastSpeed7	of Finesse	2	IncreasedLife
IncreasedCastSpeedTwoHand1_	of Talent	2	IncreasedLife
IncreasedCastSpeedTwoHand2	of Nimbleness	2	IncreasedLife
IncreasedCastSpeedTwoHand3	of Expertise	2	IncreasedLife
IncreasedCastSpeedTwoHand4	of Sortilege	2	IncreasedLife
IncreasedCastSpeedTwoHand5	of Legerdemain	2	IncreasedLife
IncreasedCastSpeedTwoHand6	of Prestidigitation	2	IncreasedLife
IncreasedCastSpeedTwoHand7	of Finesse	2	IncreasedLife
NearbyAlliesIncreasedCastSpeed1	of Talent	2	IncreasedLife
NearbyAlliesIncreasedCastSpeed2	of Nimbleness	2	IncreasedLife
NearbyAlliesIncreasedCastSpeed3	of Expertise	2	IncreasedLife
NearbyAlliesIncreasedCastSpeed4	of Sortilege	2	IncreasedLife
LocalTrapThrowSpeed1	TBD	2	IncreasedLife
LocalTrapThrowSpeed2	TBD	2	IncreasedLife
LocalTrapThrowSpeed3	TBD	2	IncreasedLife
LocalTrapThrowSpeed4	TBD	2	IncreasedLife
LocalTrapThrowSpeed5	TBD	2	IncreasedLife
LocalTrapThrowSpeed6	TBD	2	IncreasedLife
LocalTrapThrowSpeed7	TBD	2	IncreasedLife
IncreasedAccuracy1	Precise	1	IncreasedLife
IncreasedAccuracy2	Reliable	1	IncreasedLife
IncreasedAccuracy3	Focused	1	IncreasedLife
IncreasedAccuracy4	Deliberate	1	IncreasedLife
IncreasedAccuracy5	Consistent	1	IncreasedLife
IncreasedAccuracy6	Steady	1	IncreasedLife
IncreasedAccuracy7	Hunter's	1	IncreasedLife
IncreasedAccuracy8	Ranger's	1	IncreasedLife
IncreasedAccuracy9	Amazon's	1	IncreasedLife
LocalIncreasedAccuracy1	Precise	1	IncreasedLife
LocalIncreasedAccuracy2	Reliable	1	IncreasedLife
LocalIncreasedAccuracy3	Focused	1	IncreasedLife
LocalIncreasedAccuracy4	Deliberate	1	IncreasedLife
LocalIncreasedAccuracy5	Consistent	1	IncreasedLife
LocalIncreasedAccuracy6	Steady	1	IncreasedLife
LocalIncreasedAccuracy7	Hunter's	1	IncreasedLife
LocalIncreasedAccuracy8	Ranger's	1	IncreasedLife
LocalIncreasedAccuracy9_	Amazon's	1	IncreasedLife
LocalIncreasedAccuracy10	Valkyrie's	1	IncreasedLife
NearbyAlliesIncreasedAccuracy1	Precise	1	IncreasedLife
NearbyAlliesIncreasedAccuracy2	Reliable	1	IncreasedLife
NearbyAlliesIncreasedAccuracy3	Focused	1	IncreasedLife
NearbyAlliesIncreasedAccuracy4	Deliberate	1	IncreasedLife
NearbyAlliesIncreasedAccuracy5	Consistent	1	IncreasedLife
NearbyAlliesIncreasedAccuracy6	Steady	1	IncreasedLife
NearbyAlliesIncreasedAccuracy7	Hunter's	1	IncreasedLife
NearbyAlliesIncreasedAccuracy8	Ranger's	1	IncreasedLife
CriticalStrikeChance1	of Menace	2	IncreasedLife
CriticalStrikeChance2	of Havoc	2	IncreasedLife
CriticalStrikeChance3	of Disaster	2	IncreasedLife
CriticalStrikeChance4	of Calamity	2	IncreasedLife
CriticalStrikeChance5	of Ruin	2	IncreasedLife
CriticalStrikeChance6	of Unmaking	2	IncreasedLife
LocalCriticalStrikeChance1	of Menace	2	IncreasedLife
LocalCriticalStrikeChance2	of Havoc	2	IncreasedLife
LocalCriticalStrikeChance3	of Disaster	2	IncreasedLife
LocalCriticalStrikeChance4	of Calamity	2	IncreasedLife
LocalCriticalStrikeChance5	of Ruin	2	IncreasedLife
LocalCriticalStrikeChance6	of Unmaking	2	IncreasedLife
SpellCriticalStrikeChance1	of Menace	2	IncreasedLife
SpellCriticalStrikeChance2	of Havoc	2	IncreasedLife
SpellCriticalStrikeChance3	of Disaster	2	IncreasedLife
SpellCriticalStrikeChance4	of Calamity	2	IncreasedLife
SpellCriticalStrikeChance5	of Ruin	2	IncreasedLife
SpellCriticalStrikeChance6_	of Unmaking	2	IncreasedLife
SpellCriticalStrikeChanceTwoHand1	of Menace	2	IncreasedLife
SpellCriticalStrikeChanceTwoHand2	of Havoc	2	IncreasedLife
SpellCriticalStrikeChanceTwoHand3	of Disaster	2	IncreasedLife
SpellCriticalStrikeChanceTwoHand4	of Calamity	2	IncreasedLife
SpellCriticalStrikeChanceTwoHand5	of Ruin	2	IncreasedLife
SpellCriticalStrikeChanceTwoHand6	of Unmaking	2	IncreasedLife
AttackCriticalStrikeChance1	of Menace	2	IncreasedLife
AttackCriticalStrikeChance2	of Havoc	2	IncreasedLife
AttackCriticalStrikeChance3	of Disaster	2	IncreasedLife
AttackCriticalStrikeChance4	of Calamity	2	IncreasedLife
AttackCriticalStrikeChance5	of Ruin	2	IncreasedLife
AttackCriticalStrikeChance6	of Unmaking	2	IncreasedLife
UniqueAttackCriticalStrikeChance1UNUSED		3	IncreasedLife
TrapCriticalStrikeChance1	of Menace	2	IncreasedLife
TrapCriticalStrikeChance2	of Havoc	2	IncreasedLife
TrapCriticalStrikeChance3	of Disaster	2	IncreasedLife
TrapCriticalStrikeChance4	of Calamity	2	IncreasedLife
TrapCriticalStrikeChance5	of Ruin	2	IncreasedLife
TrapCriticalStrikeChance6	of Unmaking	2	IncreasedLife
NearbyAlliesCriticalStrikeChance1	of Menace	2	IncreasedLife
NearbyAlliesCriticalStrikeChance2	of Havoc	2	IncreasedLife
NearbyAlliesCriticalStrikeChance3	of Disaster	2	IncreasedLife
NearbyAlliesCriticalStrikeChance4	of Calamity	2	IncreasedLife
NearbyAlliesCriticalStrikeChance5	of Ruin	2	IncreasedLife
NearbyAlliesCriticalStrikeChance6	of Unmaking	2	IncreasedLife
CriticalMultiplier1	of Ire	2	IncreasedLife
CriticalMultiplier2	of Anger	2	IncreasedLife
CriticalMultiplier3	of Rage	2	IncreasedLife
CriticalMultiplier4	of Fury	2	IncreasedLife
CriticalMultiplier5	of Ferocity	2	IncreasedLife
CriticalMultiplier6	of Destruction	2	IncreasedLife
LocalCriticalMultiplier1	of Ire	2	IncreasedLife
LocalCriticalMultiplier2	of Anger	2	IncreasedLife
LocalCriticalMultiplier3	of Rage	2	IncreasedLife
LocalCriticalMultiplier4	of Fury	2	IncreasedLife
LocalCriticalMultiplier5	of Ferocity	2	IncreasedLife
LocalCriticalMultiplier6	of Destruction	2	IncreasedLife
SpellCriticalStrikeMultiplier1	of Ire	2	IncreasedLife
SpellCriticalStrikeMultiplier2	of Anger	2	IncreasedLife
SpellCriticalStrikeMultiplier3	of Rage	2	IncreasedLife
SpellCriticalStrikeMultiplier4	of Fury	2	IncreasedLife
SpellCriticalStrikeMultiplier5	of Ferocity	2	IncreasedLife
SpellCriticalStrikeMultiplier6	of Destruction	2	IncreasedLife
SpellCriticalStrikeMultiplierTwoHand1	of Ire	2	IncreasedLife
SpellCriticalStrikeMultiplierTwoHand2	of Anger	2	IncreasedLife
SpellCriticalStrikeMultiplierTwoHand3	of Rage	2	IncreasedLife
SpellCriticalStrikeMultiplierTwoHand4	of Fury	2	IncreasedLife
SpellCriticalStrikeMultiplierTwoHand5	of Ferocity	2	IncreasedLife
SpellCriticalStrikeMultiplierTwoHand6	of Destruction	2	IncreasedLife
AttackCriticalStrikeMultiplier1	of Ire	2	IncreasedLife
AttackCriticalStrikeMultiplier2	of Anger	2	IncreasedLife
AttackCriticalStrikeMultiplier3	of Rage	2	IncreasedLife
AttackCriticalStrikeMultiplier4	of Fury	2	IncreasedLife
AttackCriticalStrikeMultiplier5	of Ferocity	2	IncreasedLife
AttackCriticalStrikeMultiplier6	of Destruction	2	IncreasedLife
UniqueAttackCriticalStrikeMultiplier1UNUSED		3	IncreasedLife
TrapCriticalStrikeMultiplier1	of Ire	2	IncreasedLife
TrapCriticalStrikeMultiplier2	of Anger	2	IncreasedLife
TrapCriticalStrikeMultiplier3	of Rage	2	IncreasedLife
TrapCriticalStrikeMultiplier4	of Fury	2	IncreasedLife
TrapCriticalStrikeMultiplier5	of Ferocity	2	IncreasedLife
TrapCriticalStrikeMultiplier6	of Destruction	2	IncreasedLife
NearbyAlliesCriticalMultiplier1	of Ire	2	IncreasedLife
NearbyAlliesCriticalMultiplier2	of Anger	2	IncreasedLife
NearbyAlliesCriticalMultiplier3	of Rage	2	IncreasedLife
NearbyAlliesCriticalMultiplier4	of Fury	2	IncreasedLife
NearbyAlliesCriticalMultiplier5	of Ferocity	2	IncreasedLife
NearbyAlliesCriticalMultiplier6	of Destruction	2	IncreasedLife
ItemFoundRarityIncrease1	of Plunder	2	IncreasedLife
ItemFoundRarityIncrease2	of Raiding	2	IncreasedLife
ItemFoundRarityIncrease3	of Archaeology	2	IncreasedLife
ItemFoundRarityIncrease4	of Excavation	2	IncreasedLife
ItemFoundRarityIncrease5	of Windfall	2	IncreasedLife
ItemFoundRarityIncreasePrefix1	Magpie's	1	IncreasedLife
ItemFoundRarityIncreasePrefix2	Collector's	1	IncreasedLife
ItemFoundRarityIncreasePrefix3	Hoarder's	1	IncreasedLife
ItemFoundRarityIncreasePrefix4_	Pirate's	1	IncreasedLife
ItemFoundRarityIncreasePrefix5	Dragon's	1	IncreasedLife
LightRadiusAndAccuracy1	of Shining	2	IncreasedLife
LightRadiusAndAccuracy2	of Light	2	IncreasedLife
LightRadiusAndAccuracy3	of Radiance	2	IncreasedLife
LocalLightRadiusAndAccuracy1	of Shining	2	IncreasedLife
LocalLightRadiusAndAccuracy2	of Light	2	IncreasedLife
LocalLightRadiusAndAccuracy3	of Radiance	2	IncreasedLife
LightRadiusAndManaRegeneration1	of Warmth	2	IncreasedLife
LightRadiusAndManaRegeneration2	of Kindling	2	IncreasedLife
LightRadiusAndManaRegeneration3	of the Hearth	2	IncreasedLife
LocalBlockChance1	Steadfast	1	IncreasedLife
LocalBlockChance2	Unrelenting	1	IncreasedLife
LocalBlockChance3	Adamant	1	IncreasedLife
LocalBlockChance4_	Warded	1	IncreasedLife
LocalBlockChance5	Unwavering	1	IncreasedLife
LocalBlockChance6	Enduring	1	IncreasedLife
LocalBlockChance7	Unyielding	1	IncreasedLife
IncreasedSpirit1	Lady's	1	IncreasedLife
IncreasedSpirit2	Baronness'	1	IncreasedLife
IncreasedSpirit3	Viscountess'	1	IncreasedLife
IncreasedSpirit4	Marchioness'	1	IncreasedLife
IncreasedSpirit5	Countess'	1	IncreasedLife
IncreasedSpirit6	Duchess'	1	IncreasedLife
IncreasedSpirit7	Princess'	1	IncreasedLife
IncreasedSpirit8	Queen's	1	IncreasedLife
LocalIncreasedSpiritPercent1	Lord's	1	IncreasedLife
LocalIncreasedSpiritPercent2	Baron's	1	IncreasedLife
LocalIncreasedSpiritPercent3	Viscount's	1	IncreasedLife
LocalIncreasedSpiritPercent4	Marquess'	1	IncreasedLife
LocalIncreasedSpiritPercent5	Count's	1	IncreasedLife
LocalIncreasedSpiritPercent6	Duke's	1	IncreasedLife
LocalIncreasedSpiritPercent7	Prince's	1	IncreasedLife
LocalIncreasedSpiritPercent8	King's	1	IncreasedLife
LocalIncreasedSpiritAndMana1	Advisor's	1	IncreasedLife
LocalIncreasedSpiritAndMana2	Counselor's	1	IncreasedLife
LocalIncreasedSpiritAndMana3	Emissary's	1	IncreasedLife
LocalIncreasedSpiritAndMana4	Minister's	1	IncreasedLife
LocalIncreasedSpiritAndMana5	Envoy's	1	IncreasedLife
LocalIncreasedSpiritAndMana6	Diplomat's	1	IncreasedLife
LocalIncreasedSpiritAndMana7	Chancellor's	1	IncreasedLife
ReducedBleedDuration1	of Sealing	2	IncreasedLife
ReducedBleedDuration2	of Alleviation	2	IncreasedLife
ReducedBleedDuration3	of Allaying	2	IncreasedLife
ReducedBleedDuration4	of Assuaging	2	IncreasedLife
ReducedBleedDuration5	of Staunching	2	IncreasedLife
ReducedPoisonDuration1	of the Antitoxin	2	IncreasedLife
ReducedPoisonDuration2	of the Remedy	2	IncreasedLife
ReducedPoisonDuration3	of the Cure	2	IncreasedLife
ReducedPoisonDuration4	of the Panacea	2	IncreasedLife
ReducedPoisonDuration5	of the Antidote	2	IncreasedLife
ReducedBurnDuration1	of Damping	2	IncreasedLife
ReducedBurnDuration2	of Quashing	2	IncreasedLife
ReducedBurnDuration3	of Quelling	2	IncreasedLife
ReducedBurnDuration4	of Quenching	2	IncreasedLife
ReducedBurnDuration5	of Dousing	2	IncreasedLife
ReducedShockDuration1	of Earthing	2	IncreasedLife
ReducedShockDuration2	of Insulation	2	IncreasedLife
ReducedShockDuration3	of the Impedance	2	IncreasedLife
ReducedShockDuration4	of the Dielectric	2	IncreasedLife
ReducedShockDuration5	of Grounding	2	IncreasedLife
ReducedChillDuration1	of Convection	2	IncreasedLife
ReducedChillDuration2	of Fluidity	2	IncreasedLife
ReducedChillDuration3	of Entropy	2	IncreasedLife
ReducedChillDuration4	of Dissipation	2	IncreasedLife
ReducedChillDuration5	of the Reversal	2	IncreasedLife
ReducedFreezeDuration1	of Heating	2	IncreasedLife
ReducedFreezeDuration2	of Unfreezing	2	IncreasedLife
ReducedFreezeDuration3	of Defrosting	2	IncreasedLife
ReducedFreezeDuration4	of the Temperate	2	IncreasedLife
ReducedFreezeDuration5	of Thawing	2	IncreasedLife
ReducedExtraDamageFromCrits1___	of Dulling	2	IncreasedLife
ReducedExtraDamageFromCrits2__	of Deadening	2	IncreasedLife
ReducedExtraDamageFromCrits3	of Interference	2	IncreasedLife
ReducedExtraDamageFromCrits4__	of Obstruction	2	IncreasedLife
ReducedExtraDamageFromCrits5	of the Bastion	2	IncreasedLife
AdditionalPhysicalDamageReduction1	of the Watchman	2	IncreasedLife
AdditionalPhysicalDamageReduction2	of the Custodian	2	IncreasedLife
AdditionalPhysicalDamageReduction3	of the Sentry	2	IncreasedLife
AdditionalPhysicalDamageReduction4	of the Protector	2	IncreasedLife
AdditionalPhysicalDamageReduction5_	of the Conservator	2	IncreasedLife
MaximumFireResist1	of the Bushfire	2	IncreasedLife
MaximumFireResist2_	of the Molten Core	2	IncreasedLife
MaximumFireResist3	of the Solar Storm	2	IncreasedLife
MaximumColdResist1	of Furs	2	IncreasedLife
MaximumColdResist2	of the Tundra	2	IncreasedLife
MaximumColdResist3	of the Mammoth	2	IncreasedLife
MaximumLightningResist1	of Impedance	2	IncreasedLife
MaximumLightningResist2___	of Shockproofing	2	IncreasedLife
MaximumLightningResist3	of the Lightning Rod	2	IncreasedLife
MaximumChaosResist1	of Regularity	2	IncreasedLife
MaximumChaosResist2_	of Concord	2	IncreasedLife
MaximumChaosResist3	of Harmony	2	IncreasedLife
MaximumElementalResistance1	of the Deathless	2	IncreasedLife
MaximumElementalResistance2	of the Everlasting	2	IncreasedLife
EnergyShieldRechargeRate1	of Enlivening	2	IncreasedLife
EnergyShieldRechargeRate2	of Diffusion	2	IncreasedLife
EnergyShieldRechargeRate3	of Dispersal	2	IncreasedLife
EnergyShieldRechargeRate4	of Buffering	2	IncreasedLife
EnergyShieldRechargeRate5______	of Ardour	2	IncreasedLife
EnergyShieldRechargeRate6	of Suffusion	2	IncreasedLife
FasterStartOfEnergyShieldRecharge1	of Impatience	2	IncreasedLife
FasterStartOfEnergyShieldRecharge2	of Restlessness	2	IncreasedLife
FasterStartOfEnergyShieldRecharge3	of Fretfulness	2	IncreasedLife
FasterStartOfEnergyShieldRecharge4	of Motivation	2	IncreasedLife
FasterStartOfEnergyShieldRecharge5	of Excitement	2	IncreasedLife
FasterStartOfEnergyShieldRecharge6	of Anticipation	2	IncreasedLife
ArmourAppliesToElementalDamage1	of Covering	2	IncreasedLife
ArmourAppliesToElementalDamage2	of Sheathing	2	IncreasedLife
ArmourAppliesToElementalDamage3	of Lining	2	IncreasedLife
ArmourAppliesToElementalDamage4	of Padding	2	IncreasedLife
ArmourAppliesToElementalDamage5	of Furring	2	IncreasedLife
ArmourAppliesToElementalDamage6	of Thermokryptance	2	IncreasedLife
UniqueArmourAppliesToDeflection1		3	IncreasedLife
UniqueEvasionAppliesToDeflection1		3	IncreasedLife
UniqueEvasionAppliesToDeflection2		3	IncreasedLife
UniqueEvasionAppliesToDeflection3		3	IncreasedLife
UniqueEvasionAppliesToDeflection4		3	IncreasedLife
UniqueEvasionAppliesToDeflection5		3	IncreasedLife
UniqueDeflectDamagePrevented1		3	IncreasedLife
EvasionGrantsDeflection1	of Deflecting	2	IncreasedLife
EvasionGrantsDeflection2	of Bending	2	IncreasedLife
EvasionGrantsDeflection3	of Curvation	2	IncreasedLife
EvasionGrantsDeflection4	of Diversion	2	IncreasedLife
EvasionGrantsDeflection5	of Flexure	2	IncreasedLife
EvasionGrantsDeflection6	of Warping	2	IncreasedLife
ArrowPierceChance1	of Piercing	2	IncreasedLife
ArrowPierceChance2	of Drilling	2	IncreasedLife
ArrowPierceChance3	of Puncturing	2	IncreasedLife
ArrowPierceChance4	of Skewering	2	IncreasedLife
ArrowPierceChance5	of Penetrating	2	IncreasedLife
AdditionalArrow1	of Splintering	2	IncreasedLife
AdditionalArrow2	of Many	2	IncreasedLife
AdditionalArrowChance1	of Surplus	2	IncreasedLife
AdditionalArrowChance2	of Splintering	2	IncreasedLife
AdditionalArrowChance3	of Shards	2	IncreasedLife
AdditionalArrowChance4	of Many	2	IncreasedLife
AdditionalAmmo1	of Shelling	2	IncreasedLife
AdditionalAmmo2	of Bursting	2	IncreasedLife
UniqueAdditionalAmmo1		3	IncreasedLife
BeltFlaskLifeRecoveryRate1	Restoring	1	IncreasedLife
BeltFlaskLifeRecoveryRate2	Recovering	1	IncreasedLife
BeltFlaskLifeRecoveryRate3_	Renewing	1	IncreasedLife
BeltFlaskLifeRecoveryRate4	Refreshing	1	IncreasedLife
BeltFlaskLifeRecoveryRate5	Rejuvenating	1	IncreasedLife
BeltFlaskLifeRecoveryRate6	Regenerating	1	IncreasedLife
BeltFlaskManaRecoveryRate1_	Affecting	1	IncreasedLife
BeltFlaskManaRecoveryRate2	Stirring	1	IncreasedLife
BeltFlaskManaRecoveryRate3_	Heartening	1	IncreasedLife
BeltFlaskManaRecoveryRate4__	Exciting	1	IncreasedLife
BeltFlaskManaRecoveryRate5	Galvanizing	1	IncreasedLife
BeltFlaskManaRecoveryRate6	Inspiring	1	IncreasedLife
BeltIncreasedCharmDuration1	Conservative	1	IncreasedLife
BeltIncreasedCharmDuration2	Transformative	1	IncreasedLife
BeltIncreasedCharmDuration3	Progressive	1	IncreasedLife
BeltIncreasedCharmDuration4	Innovative	1	IncreasedLife
BeltIncreasedCharmDuration5	Revolutionary	1	IncreasedLife
BeltIncreasedFlaskChargesGained1	of Refilling	2	IncreasedLife
BeltIncreasedFlaskChargesGained2	of Restocking	2	IncreasedLife
BeltIncreasedFlaskChargesGained3_____	of Replenishing	2	IncreasedLife
BeltIncreasedFlaskChargesGained4	of Pouring	2	IncreasedLife
BeltIncreasedFlaskChargesGained5_	of Brimming	2	IncreasedLife
BeltIncreasedFlaskChargesGained6	of Overflowing	2	IncreasedLife
BeltReducedFlaskChargesUsed1	of Sipping	2	IncreasedLife
BeltReducedFlaskChargesUsed2	of Imbibing	2	IncreasedLife
BeltReducedFlaskChargesUsed3	of Relishing	2	IncreasedLife
BeltReducedFlaskChargesUsed4	of Savouring	2	IncreasedLife
BeltReducedFlaskChargesUsed5	of Reveling	2	IncreasedLife
BeltReducedFlaskChargesUsed6	of Nourishing	2	IncreasedLife
BeltIncreasedCharmChargesGained1	of Plenty	2	IncreasedLife
BeltIncreasedCharmChargesGained2	of Surplus	2	IncreasedLife
BeltIncreasedCharmChargesGained3	of Fertility	2	IncreasedLife
BeltIncreasedCharmChargesGained4	of Bounty	2	IncreasedLife
BeltIncreasedCharmChargesGained5	of the Harvest	2	IncreasedLife
BeltIncreasedCharmChargesGained6	of Abundance	2	IncreasedLife
BeltReducedCharmChargesUsed1	of Austerity	2	IncreasedLife
BeltReducedCharmChargesUsed2	of Frugality	2	IncreasedLife
BeltReducedCharmChargesUsed3	of Temperance	2	IncreasedLife
BeltReducedCharmChargesUsed4	of Restraint	2	IncreasedLife
BeltReducedCharmChargesUsed5	of Economy	2	IncreasedLife
BeltReducedCharmChargesUsed6	of Scarcity	2	IncreasedLife
AdditionalCharm1	of Symbolism	2	IncreasedLife
AdditionalCharm2	of Inscription	2	IncreasedLife
IgniteChanceIncrease1	of Ignition	2	IncreasedLife
IgniteChanceIncrease2	of Scorching	2	IncreasedLife
IgniteChanceIncrease3	of Incineration	2	IncreasedLife
IgniteChanceIncrease4	of Combustion	2	IncreasedLife
IgniteChanceIncrease5	of Conflagration	2	IncreasedLife
FreezeDamageIncrease1	of Freezing	2	IncreasedLife
FreezeDamageIncrease2	of Bleakness	2	IncreasedLife
FreezeDamageIncrease3	of the Glacier	2	IncreasedLife
FreezeDamageIncrease4	of the Hyperboreal	2	IncreasedLife
FreezeDamageIncrease5	of the Arctic	2	IncreasedLife
ShockChanceIncrease1	of Shocking	2	IncreasedLife
ShockChanceIncrease2	of Zapping	2	IncreasedLife
ShockChanceIncrease3	of Electrocution	2	IncreasedLife
ShockChanceIncrease4	of Voltages	2	IncreasedLife
ShockChanceIncrease5	of the Thunderbolt	2	IncreasedLife
ProjectileSpeed1	Darting	1	IncreasedLife
ProjectileSpeed2	Brisk	1	IncreasedLife
ProjectileSpeed3	Quick	1	IncreasedLife
ProjectileSpeed4	Rapid	1	IncreasedLife
ProjectileSpeed5	Nimble	1	IncreasedLife
DamageTakenGainedAsLife1___	of Mending	2	IncreasedLife
DamageTakenGainedAsLife2	of Bandaging	2	IncreasedLife
DamageTakenGainedAsLife3	of Stitching	2	IncreasedLife
DamageTakenGainedAsLife4_	of Suturing	2	IncreasedLife
DamageTakenGainedAsLife5	of Fleshbinding	2	IncreasedLife
DamageTakenGainedAsMana1	of Reprieve	2	IncreasedLife
DamageTakenGainedAsMana2	of Solace	2	IncreasedLife
DamageTakenGainedAsMana3	of Tranquility	2	IncreasedLife
DamageTakenGainedAsMana4	of Serenity	2	IncreasedLife
DamageTakenGainedAsMana5	of Zen	2	IncreasedLife
StunDuration1	of Impact	2	IncreasedLife
StunDuration2	of Dazing	2	IncreasedLife
StunDuration3	of Stunning	2	IncreasedLife
StunDuration4	of Slamming	2	IncreasedLife
StunDuration5	of Staggering	2	IncreasedLife
StunDuration6	of the Concussion	2	IncreasedLife
StunDamageIncrease1	of the Pugilist	2	IncreasedLife
StunDamageIncrease2	of the Brawler	2	IncreasedLife
StunDamageIncrease3	of the Boxer	2	IncreasedLife
StunDamageIncrease4	of the Combatant	2	IncreasedLife
StunDamageIncrease5	of the Gladiator	2	IncreasedLife
StunDamageIncrease6	of the Champion	2	IncreasedLife
SpellDamage1	Apprentice's	1	IncreasedLife
SpellDamage2	Adept's	1	IncreasedLife
SpellDamage3	Scholar's	1	IncreasedLife
SpellDamage4	Professor's	1	IncreasedLife
SpellDamage5	Occultist's	1	IncreasedLife
SpellDamage6	Incanter's	1	IncreasedLife
FireDamagePercent1	Searing	1	IncreasedLife
FireDamagePercent2	Sizzling	1	IncreasedLife
FireDamagePercent3	Blistering	1	IncreasedLife
FireDamagePercent4	Cauterising	1	IncreasedLife
FireDamagePercent5	Volcanic	1	IncreasedLife
FireDamagePercent6	Magmatic	1	IncreasedLife
ColdDamagePercent1	Bitter	1	IncreasedLife
ColdDamagePercent2	Biting	1	IncreasedLife
ColdDamagePercent3	Alpine	1	IncreasedLife
ColdDamagePercent4	Snowy	1	IncreasedLife
ColdDamagePercent5	Hailing	1	IncreasedLife
ColdDamagePercent6	Crystalline	1	IncreasedLife
LightningDamagePercent1	Charged	1	IncreasedLife
LightningDamagePercent2	Hissing	1	IncreasedLife
LightningDamagePercent3	Bolting	1	IncreasedLife
LightningDamagePercent4	Coursing	1	IncreasedLife
LightningDamagePercent5	Striking	1	IncreasedLife
LightningDamagePercent6	Smiting	1	IncreasedLife
ChaosDamagePercent1	Impure	1	IncreasedLife
ChaosDamagePercent2	Tainted	1	IncreasedLife
ChaosDamagePercent3	Clouded	1	IncreasedLife
ChaosDamagePercent4	Darkened	1	IncreasedLife
ChaosDamagePercent5	Malignant	1	IncreasedLife
ChaosDamagePercent6	Vile	1	IncreasedLife
WeaponElementalDamage1	Catalysing	1	IncreasedLife
WeaponElementalDamage2	Infusing	1	IncreasedLife
WeaponElementalDamage3	Empowering	1	IncreasedLife
WeaponElementalDamage4	Unleashed	1	IncreasedLife
WeaponElementalDamage5	Overpowering	1	IncreasedLife
WeaponElementalDamage6_	Devastating	1	IncreasedLife
WeaponElementalDamageOnTwohandWeapon1	Catalysing	1	IncreasedLife
WeaponElementalDamageOnTwohandWeapon2____	Infusing	1	IncreasedLife
WeaponElementalDamageOnTwohandWeapon3	Empowering	1	IncreasedLife
WeaponElementalDamageOnTwohandWeapon4	Unleashed	1	IncreasedLife
WeaponElementalDamageOnTwohandWeapon5	Overpowering	1	IncreasedLife
