metadata_path	display_name
Metadata/Monsters/SkeletonGolemancer/SkeletonGolemancerStrongbox_	Dread Servant
Metadata/Monsters/SandGolemancer/SandGolemancer	Desiccated Lich
Metadata/Monsters/SandGolemancer/SandGolemancerStrongbox	Desiccated Lich
Metadata/Monsters/SandGolemancer/SandGolemancerSanctumTrial	Desiccated Lich
Metadata/Monsters/SandGolemancer/SandGolemancerSanctumTrialTime	Desiccated Lich
Metadata/Monsters/SandGolemancer/SandGolemancerTornado	Desiccated Lich
Metadata/Monsters/SandGolemancer/SandGolemancerTornadoWhiteSand	Desiccated Lich
Metadata/Monsters/SandGolemancer/SandGolemancerTornadoStrongbox	Desiccated Lich
Metadata/Monsters/MarakethSanctumTrial/Hazards/PortalRitualCaster	Desiccated Lich Summoner
Metadata/Monsters/MarAcolyte/MarAcolyte	Mar Acolyte
Metadata/Monsters/MarAcolyte/MarAcolyteSanctumTrial	Mar Acolyte
Metadata/Monsters/WingedFiend/WingedFiend	Winged Fiend
Metadata/Monsters/RockSlider	Boulder Ant
Metadata/Monsters/RockSliderSpectre	Boulder Ant
Metadata/Monsters/RockSliderSanctumTrial	Boulder Ant
Metadata/Monsters/RockSliderSanctumTrialSpectre	Boulder Ant
Metadata/Monsters/RockSlider/RockSliderVoltaxic	Boulder Ant
Metadata/Monsters/RockSlider/RockSliderVoltaxicSpectre	Boulder Ant
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealot01	Lost-men Zealot
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealotAbyssIntro	Lost-men Zealot
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealotSummoner_01	Lost-men Zealot
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealotSummonerAbyssPit	Lost-men Zealot
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealot02	Lost-men Zealot
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealotSummoner_02	Lost-men Zealot
Metadata/Monsters/BoneCultists/BoneCultists_Shield/BoneCultistShield	Lost-men Brute
Metadata/Monsters/SkeletonSnake	Gilded Cobra
Metadata/Monsters/MarakethGuards/MarakethGuard02	Ardura Homeguard
Metadata/Monsters/MarakethGuards/MarakethHeroGuard01___	Emal
Metadata/Monsters/MarakethGuards/MarakethHeroGuard02	Tanim
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSceptre	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSickleShield_	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSceptreSanctumTrial	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSickleShieldSanctumTrial	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSceptreAmbushSanctumTrial	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSickleShieldAmbushSanctumTrial	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSceptreSanctumTrialNoEmerge	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSickleShieldSanctumTrialNoEmerge	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSceptreFormation	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSickleShieldFormation	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSceptreStatue	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSickleShieldStatue	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSceptreStatueBridge	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSickleShieldStatueBridge	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSceptreAmbush__	Terracotta Soldier
Metadata/Monsters/TerracottaGuardians/TerracottaGuardianSickleShieldAmbush	Terracotta Soldier
Metadata/Monsters/BoneGolem/BoneGolemCultist	Carrion Reaper
Metadata/Monsters/BoneCultists/BoneCultists_Savage/BoneCultists_Savage__	Lost-men Subjugator
Metadata/Monsters/BoneCultists/BoneCultists_Beast/BoneCultistBeast	Drudge Osseodon
Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultistNecromancer	Lost-men Necromancer
Metadata/Monsters/PitifulFabrications/PitifulFabrication01	Skullslinger
Metadata/Monsters/PitifulFabrications/PitifulFabrication02	Ribrattle
Metadata/Monsters/PitifulFabrications/PitifulFabrication03_	Spinesnatcher
Metadata/Monsters/SerpentClanMonster/SerpentClanCaster	Serpent Shaman
Metadata/Monsters/SerpentClanMonster/SerpentClanCasterSanctumTrial	Serpent Shaman
Metadata/Monsters/SerpentClanMonster/SerpentClanCasterBoss	Kabala, Constrictor Queen
Metadata/Monsters/SerpentClanMonster/SerpentClanCasterBossMap	Manassa, the Serpent Queen
Metadata/Monsters/SerpentClanMonster/SerpentClanCasterBossMapSpring	Manassa, the Serpent Queen
Metadata/Monsters/SerpentClanMonster/SerpentClanCasterBossSTANDALONE	Manassa, the Serpent Queen
Metadata/Monsters/SerpentClanMonster/SerpentClanCasterBossInterlude	Bewitching Serpent
Metadata/Monsters/SkeletonSnake/SkeletonSnakeSerpentCasterMinion	Gilded Cobra
Metadata/Monsters/SkeletonSnake/SkeletonSnakeSerpentCasterMinionSTANDALONE	Gilded Cobra
Metadata/Monsters/SerpentClanMonster/SerpentClanCasterBossBoneWall	Bone Wall
Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultist_NecromancerBoss	Iktab, the Deathlord
Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultist_NecromancerBossMAP	Lord of the Pit
Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultist_NecromancerBossMAPSOLO	Lord of the Pit
Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultist_NecromancerBossSTANDALONE	Lord of the Pit
Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultist_NecromancerBossSoulOrb	Iktab, the Deathlord
Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultist_NecromancerBossSoulOrbLarge	Iktab, the Deathlord
Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultist_NecromancerBossSoulOrbVolatile_	Iktab, the Deathlord
Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonEmergeOneHand	Risen Maraketh
Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonEmergeUnarmed	Risen Maraketh
Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonEmergeSwordShield	Risen Maraketh
Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonEmergeBow	Risen Maraketh
Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonEmergeCrossbow	Risen Maraketh
Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonEmergeCrossbowSanctumTrial_	Risen Maraketh
Metadata/Monsters/Skeletons/Maraketh/MarakethSkeletonCrossbowSanctumTrial_	Risen Maraketh
Metadata/Monsters/Skeletons/TitanGrotto/SkeletonTitanGrottoUnarmed_	Sandflesh Skeleton
Metadata/Monsters/Skeletons/TitanGrotto/SkeletonTitanGrottoUnarmedStrongbox	Sandflesh Skeleton
Metadata/Monsters/Skeletons/TitanGrotto/SkeletonTitanGrottoSword_	Sandflesh Warrior
Metadata/Monsters/Skeletons/TitanGrotto/SkeletonTitanGrottoSwordStrongbox	Sandflesh Warrior
Metadata/Monsters/Skeletons/TitanGrotto/SkeletonTitanGrottoSwordShield	Sandflesh Warrior
Metadata/Monsters/Skeletons/TitanGrotto/SkeletonTitanGrottoSwordShieldStrongbox	Sandflesh Warrior
Metadata/Monsters/Skeletons/TitanGrotto/SkeletonTitanGrottoCaster	Sandflesh Mage
Metadata/Monsters/Skeletons/TitanGrotto/SkeletonTitanGrottoCasterStrongbox	Sandflesh Mage
Metadata/Monsters/Skeletons/TitanGrotto/SkeletonTitanGrottoCasterSanctumTrial	Sandflesh Mage
Metadata/Monsters/PorcupineAnt/PorcupineAntSmall	Rasp Scavenger
Metadata/Monsters/PorcupineAnt/PorcupineAntMedium	Rasp Scavenger
Metadata/Monsters/PorcupineAnt/PorcupineAntMediumSanctumTrial	Rasp Scavenger
Metadata/Monsters/PorcupineAnt/PorcupineAntLarge	Rasp Scavenger
Metadata/Monsters/PorcupineAnt/PorcupineAntLargeSanctumTrial	Rasp Scavenger
Metadata/Monsters/CaveDweller/CaveDweller	Tombshrieker
Metadata/Monsters/CaveDweller/CaveDwellerStrongbox	Tombshrieker
Metadata/Monsters/CaveDweller/CaveDwellerSanctumTrial__	Tombshrieker
Metadata/Monsters/MetaDemonCaster	Demon Magus
Metadata/Monsters/MineBat/MineBatDesertCave	Vesper Bat
Metadata/Monsters/MineBat/MineBatDesertCaveNoEmerge	Vesper Bat
Metadata/Monsters/MineBat/MineBatDesertCaveSanctumTrial_	Vesper Bat
Metadata/Monsters/MineBat/MineBatDesertCaveSanctumTrial_NoEmerge	Vesper Bat
Metadata/Monsters/SummonedPhantasm/DesertPhantasm	Sand Spirit
Metadata/Monsters/SummonedPhantasm/DesertPhantasmSanctumTrial	Sand Spirit
Metadata/Monsters/SummonedPhantasm/DesertPhantasmSanctumTrialTime	Sand Spirit
Metadata/Monsters/MarakethWaterDjinn/WaterDjinn	Navira, the Last Mirage
Metadata/Monsters/MarakethTimeDjinn/FireDjinn	Ruzhan, the Blazing Sword
Metadata/Monsters/MarakethSamdDjinn/SandDjinn	Kelari, the Tainted Sands
Metadata/Monsters/Wisp/TitanGrottoWisp_	Vril Apparition
Metadata/Monsters/Wisp/TitanGrottoWispSanctumTrial	Vril Apparition
Metadata/Monsters/Wisp/TitanBossWisp	Vril Apparition
Metadata/Monsters/GiantSnakeSkeletonBoss/GiantSkeletonSnakeBoss_	Tor Gul, the Defiler
Metadata/Monsters/GiantSnakeSkeletonBoss/GiantSkeletonSnakeBossMap	Zar Wali, the Bone Tyrant
Metadata/Monsters/GiantSnakeSkeletonBoss/GiantSkeletonSnakeBossSTANDALONE	Tor Gul, the Defiler
Metadata/Monsters/VultureZombie/VultureDemon	Vile Vulture
Metadata/Monsters/VultureZombie/VultureDemonWall	Vile Vulture
Metadata/Monsters/VultureZombie/VultureDemonSpectre	Vile Vulture
Metadata/Monsters/Kinarha/Kinarha	Kinarha
Metadata/Monsters/Kinarha/KinarhaSpectre	Kinarha
Metadata/Monsters/Zombies/Maraketh/MarakethZombie	Maraketh Undead
Metadata/Monsters/Zombies/Maraketh/MarakethZombieCorpse	Maraketh Undead
Metadata/Monsters/PlagueMorphs/PlagueMorph1	Corrupted Corpse
Metadata/Monsters/PlagueMorphs/PlagueMorph2_	Corrupted Corpse
Metadata/Monsters/PlagueMorphs/PlagueMorph3	Corrupted Corpse
Metadata/Monsters/PlagueMorphs/PlagueMorph4	Corrupted Corpse
Metadata/Monsters/PlagueSwarm/PlagueSwarm	Plague Swarm
Metadata/Monsters/PlagueSwarm/PlagueSwarmStrongbox	Plague Swarm
Metadata/Monsters/PlagueNymph/PlagueNymph_	Plague Nymph
Metadata/Monsters/PlagueNymph/PlagueNymphFoundry	Plague Nymph
Metadata/Monsters/PlagueBringer/PlagueBringer	Plague Harvester
Metadata/Monsters/PlagueBringer/PlagueBringerInterlude1	Bloodgulp
Metadata/Monsters/PlagueBringer/PlagueBringerInterlude2	Fleshpierce
Metadata/Monsters/PlagueBringer/PlagueBringerStrongbox	Plague Harvester
Metadata/Monsters/PlagueBringer/PlagueBringerEmerge	Plague Harvester
Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderSoldier	Twilight Order Soldier
Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderSoldier_ChurchAmbush	Twilight Order Soldier
Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderOfficer_	Twilight Order Officer
Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderOfficer_ChurchAmbush	Twilight Order Officer
Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderSoldierPatrol_	Twilight Order Soldier
Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderOfficerPatrol	Twilight Order Officer
Metadata/Monsters/CorpseWheel/PlagueCorpseWheel	The Punished
Metadata/Monsters/BrainWorm/DuneLurker_	Dune Lurker
Metadata/Monsters/BrainWorm/DuneLurkerStrongbox	Dune Lurker
Metadata/Monsters/BrainWorm/DuneLurkerSanctumTrial	Dune Lurker
Metadata/Monsters/WingedCreature/WingedCreature	Winged Horror
Metadata/Monsters/WingedCreature/WingedCreatureSanctumTrial	Winged Horror
Metadata/Monsters/TerracottaKamikaze/TerracottaKamikaze	Terracotta Fanatic
Metadata/Monsters/HarpyMonster/RavenHarpyPatrol	Raven Harpy [DNT-UNUSED]
Metadata/Monsters/MantisRat/MantisRat	Mantis Rat
Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineer	Rudja, the Dread Engineer
Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineerMAP	Vorrik, The Infernal Engineer
Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineerSTANDALONE	Vorrik, The Infernal Engineer
Metadata/Monsters/ApparitionBoss/SilentSpiresApparition	Zarokh, the Temporal
Metadata/Monsters/ApparitionBoss/SilentSpiresApparitionSTANDALONE	Zarokh, the Temporal
Metadata/Monsters/MudGolem/MarshBruiser	Swamp Golem
Metadata/Monsters/BogBodies/BogCorpseUnarmed	Bogfelled Slave
Metadata/Monsters/BogBodies/BogCorpseOneHandAxe	Bogfelled Commoner
Metadata/Monsters/BogBodies/BogCorpseTwoHandAxe	Bogfelled Commoner
Metadata/Monsters/BogBodies/BogCorpseOffensiveSummon	Bogfelled Commoner
Metadata/Monsters/BogBodies/BogCorpseDefensiveSummon	Bogfelled Commoner
Metadata/Monsters/TwigMonsters/DredgeFiend	Dredge Fiend
Metadata/Monsters/TwigMonsters/DredgeFiendIce	Dredge Fiend
Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss	Rootdredge
Metadata/Monsters/TwigMonsters/DredgeFiendShamanBossMap	Grudgelash, Vile Thorn
Metadata/Monsters/TwigMonsters/DredgeFiendShamanBossSTANDALONE	Grudgelash, Vile Thorn
Metadata/Monsters/VaalSavage/CannibalTribeSpearThrower	Orok Hunter
Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee	Orok Fleshstabber
Metadata/Monsters/VaalSavage/CannibalTribeDagger	Orok Throatcutter
Metadata/Monsters/VaalSavage/CannibalTribeShaman	Orok Shaman
Metadata/Monsters/VaalSavage/CannibalTribeShamanLandmarkNamed	Ranbu the Pale Shaman
Metadata/Monsters/VaalSavage/CannibalTribeGiantLandmarkNamed	Garkam, Ranbu's Maul
Metadata/Monsters/VaalSavage/VaalSavageStalker	Azak Stalker
Metadata/Monsters/VaalSavage/VaalSavageSpearThrower_	Azak Spearthrower
Metadata/Monsters/VaalSavage/VaalSavageSpearMelee	Azak Fleshstabber
Metadata/Monsters/VaalSavage/VaalSavageBeastMaster	Azak Mongrelmaster
Metadata/Monsters/VaalSavage/VaalSavageDagger_	Azak Throatcutter
Metadata/Monsters/VaalSavage/VaalSavageShaman	Azak Shaman
Metadata/Monsters/VaalSavage/VaalSavageShamanWaterways	Azak Shaman
Metadata/Monsters/VaalSavage/VaalSavageShamanLandmarkNamed	Narag of the Vile Word
Metadata/Monsters/VaalSavage/VaalSavageBrute	Azak Brute
Metadata/Monsters/VaalSavage/VaalSavageDelinquent	Azak Fledgling
Metadata/Monsters/VaalSavage/VaalSavageTorchbearer	Azak Torchbearer
Metadata/Monsters/VaalSavage/VaalSavageGiant	Azak Mauler
Metadata/Monsters/VaalSavage/bonewall/SavageBoneWall	Bone Wall
Metadata/Monsters/VaalSavage/SavageEffigy	Savage Effigy
Metadata/Monsters/VaalSavage/SavageEffigy04	Savage Effigy
Metadata/Monsters/PlagueSwarm/BloodDrone	Bloodthief Wasp
Metadata/Monsters/PlagueSwarm/BloodDroneSacEmerge	Bloodthief Wasp
Metadata/Monsters/SwarmHost/SwarmHost	Bloodthief Queen
Metadata/Monsters/BloodClan/BloodClanTrapper	Sea-tribe Trapper
Metadata/Monsters/BloodClan/BloodClanVillager	Sea-tribe Villager
Metadata/Monsters/BloodClan/BloodClanCaster	Sea-tribe Caster
Metadata/Monsters/BloodClan/BloodClanVaulter	Sea-tribe Vaulter
Metadata/Monsters/BloodClan/BloodClanDagger 	Sea-tribe Daggerbearer
Metadata/Monsters/BloodClan/BloodClanKina	Sea-tribe Pouchbearer
Metadata/Monsters/BloodClan/BloodClanHarpooner	Sea-tribe Harpooner
Metadata/Monsters/BloodClan/BloodClanBirdFisherman	Sea-tribe Spearfisher
Metadata/Monsters/BloodClan/BloodClanBird	Sea-tribe Avian
Metadata/Monsters/IgguranRaider/BladeStalkerPale	Pale-stitched Stalker
Metadata/Monsters/IgguranRaider/BladeStalker	Adorned Miscreation
Metadata/Monsters/Anchorite/AnchoriteSpawn_	Hunchback Clubber
Metadata/Monsters/Anchorite/AnchoriteFlathead	Flathead Clubber
Metadata/Monsters/Anchorite/AnchoriteMother	Pyromushroom Cultivator
Metadata/Monsters/BaneSapling/BaneSapling	Bane Sapling
Metadata/Monsters/ArmadilloDemon/ArmadilloDemon	Antlion Charger
Metadata/Monsters/ChawMongrel/ChawMongrel	Chaw Mongrel
Metadata/Monsters/ChawMongrel/ChawMongrelLeash	Chaw Mongrel
Metadata/Monsters/ChawMongrel/ChawMongrelLeashBoss	Chaw Mongrel
Metadata/Monsters/Skeletons/BoneRabble/BoneRabbleJaguar_	Vaal Skeletal Warrior
Metadata/Monsters/Skeletons/BoneRabble/BoneRabbleSquire	Vaal Skeletal Squire
Metadata/Monsters/Skeletons/BoneRabble/BoneRabblePriest	Vaal Skeletal Priest
Metadata/Monsters/Skeletons/BoneRabble/BoneRabbleEagle	Vaal Skeletal Archer
Metadata/Monsters/Skeletons/BoneRabble/BoneRabbleJaguarStrongbox	Vaal Skeletal Warrior
Metadata/Monsters/Skeletons/BoneRabble/BoneRabbleSquireStrongbox	Vaal Skeletal Squire
Metadata/Monsters/Skeletons/BoneRabble/BoneRabblePriestStrongbox	Vaal Skeletal Priest
Metadata/Monsters/Skeletons/BoneRabble/BoneRabbleEagleStrongbox	Vaal Skeletal Archer
Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer1	Ill-fated Explorer
Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer2	Ill-fated Explorer
Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer3	Ill-fated Explorer
Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer4	Ill-fated Explorer
Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores1	Ill-fated Explorer
Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores2	Ill-fated Explorer
Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores3	Ill-fated Explorer
Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSpores4_	Ill-fated Explorer
Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSporesOrange1	Ill-fated Explorer
Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSporesOrange2	Ill-fated Explorer
Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSporesOrange3	Ill-fated Explorer
Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorerNoSporesOrange4	Ill-fated Explorer
Metadata/Monsters/Quadrilla/Quadrilla	Quadrilla
Metadata/Monsters/Quadrilla/QuadrillaRock	[DNT-UNUSED] Just A Rock
Metadata/Monsters/Quadrilla/QuadrillaBoss	Mighty Silverfist
Metadata/Monsters/Quadrilla/QuadrillaBossMAP	Zekoa, the Headcrusher
Metadata/Monsters/Quadrilla/QuadrillaBossSTANDALONE	Zekoa, the Headcrusher
Metadata/Monsters/Quadrilla/QuadrillaBossSTANDALONEExpedition	Zekoa, the Headcrusher
Metadata/Monsters/Quadrilla/IcyQuadrillaBoss	The Abominable Yeti
Metadata/Monsters/Quadrilla/IcyQuadrillaBossMap	The Frostborn Fiend
Metadata/Monsters/Quadrilla/IcyQuadrillaBossStandalone	The Frostborn Fiend
Metadata/Monsters/NettleAnt/NettleAnt__	Nettle Ant
Metadata/Monsters/NettleAnt/NettleAntInterlude	Frozen Mandibles
Metadata/Monsters/NettleAnt/NettleAntSummoned	Nettle Ant
Metadata/Monsters/SnakeHulk/SnakeHulk	Entwined Hulk
Metadata/Monsters/SerpentHusk/SerpentHusk__	Snakethroat Shambler
Metadata/Monsters/GutViper/GutViper	Entrailhome Shambler
Metadata/Monsters/SpittingSnake/SpittingSnake	Slitherspitter
Metadata/Monsters/ConstrictorCorpse/ConstrictorCorpse	Constricted Shambler
Metadata/Monsters/ConstrictorCorpse/ConstrictorCorpseRanged_	Constricted Spitter
Metadata/Monsters/SpiderMonkey/SpiderMonkey	Scorpion Monkey
Metadata/Monsters/SpiderMonkey/SpiderMonkeyTropical	Scorpion Monkey
Metadata/Monsters/GoreCharger/GoreCharger	Diretusk Boar
Metadata/Monsters/Daemon/PlayerIsHarbingerSummonHarbingerMonstersDaemon	Daemon
Metadata/Monsters/MtxWasp/MtxWasp	Wasp
Metadata/Monsters/LeagueAncestral/AncestralTurtle	[DNT-UNUSED] Spirit Turtle
Metadata/Monsters/LeagueAncestral/AncestralJadeHulk	[DNT-UNUSED] Jade Hulk
Metadata/Monsters/LeagueAncestral/AncestralSpiritCaster	[DNT-UNUSED] Spirit Caster
Metadata/Monsters/LeagueAncestral/AncestralKaruiHorn_	[DNT-UNUSED] Karui Warhorn
Metadata/Monsters/LeagueAncestral/AncestralTurtleTotemSpirit	Ancestral Spirit Turtle
Metadata/Monsters/LeagueAncestral/AncestralJadeHulkTotemSpirit	Ancestral Jade Hulk
Metadata/Monsters/LeagueAncestral/AncestralSpiritCasterTotemSpirit	Ancestral Jadecaster
Metadata/Monsters/LeagueAncestral/AncestralKaruiHornTotemSpirit	Ancestral Warhorn
Metadata/Monsters/CrazedCannibalPicts/PictFemaleBow	Cultist Archer
Metadata/Monsters/CrazedCannibalPicts/PictFemaleDaggerDagger	Cultist Daggerdancer
Metadata/Monsters/CrazedCannibalPicts/PictFemaleStaff	Cultist Witch
Metadata/Monsters/CrazedCannibalPicts/PictMaleAxe	Cultist Warrior
Metadata/Monsters/CrazedCannibalPicts/PictMaleAxeAxe	Cultist Warrior
Metadata/Monsters/CrazedCannibalPicts/PictMaleAxeDagger	Cultist Warrior
Metadata/Monsters/CrazedCannibalPicts/PictMaleAxeShield	Cultist Warrior
Metadata/Monsters/CrazedCannibalPicts/PictBigMale	Cultist Brute
Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication01	Skullslinger
Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication02	Ribrattle
Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication03_	Spinesnatcher
Metadata/Monsters/CrazedCannibalPicts/VoodooPole/VoodooPole	Affliction Totem
Metadata/Monsters/WereCat/TigerChimeral	Prowling Chimeral
Metadata/Monsters/Taniwha/RiverTaniwha	River Drake
Metadata/Monsters/Taniwha/RiverTaniwhaEmerge	River Drake
Metadata/Monsters/Taniwha/RiverTaniwhaTropicalIsland_	Chameleon Drake
Metadata/Monsters/Taniwha/RiverTaniwhaWaterways	River Drake
Metadata/Monsters/Taniwha/RiverTaniwhaNoJank	River Drake
Metadata/Monsters/BlackJawSuperunique/BlackJaw	Blackjaw, the Remnant
Metadata/Monsters/BlackJawSuperunique/BlackJawMap	Oloton, the Remorseless
Metadata/Monsters/BlackJawSuperunique/BlackJawSTANDALONE	Oloton, the Remorseless
Metadata/Monsters/BlackJawSuperunique/BlackJawSTANDALONEExpedition	Oloton, the Remorseless
Metadata/Monsters/BlackJawSuperunique/BlackJawLightning	Stormgore, the Guardian
Metadata/Monsters/BlackJawSuperunique/BlackJawLightningMap	Stormgore, the Guardian
Metadata/Monsters/BlackJawSuperunique/BlackJawLightningSTANDALONE	Stormgore, the Guardian
Metadata/Monsters/IgnagdukBogWitch/IgnagdukBogWitch	Ignagduk, the Bog Witch
Metadata/Monsters/IgnagdukBogWitch/IgnagdukBogWitchMap	Brakka, the Withered Crone
Metadata/Monsters/IgnagdukBogWitch/IgnagdukBogWitchSTANDALONE	Brakka, the Withered Crone
Metadata/Monsters/IgnagdukBogWitch/IgnagdukBogWitchHagBattleMap	Ignatia, the Flame-Sworn
Metadata/Monsters/IgnagdukBogWitch/IgnagdukBogWitchHagBattleMap2	Elvara, the Savage Flame
Metadata/Monsters/IgnagdukBogWitch/IgnagdukBogWitchHagBattleInterlude	Heldra of the Black Pyre
Metadata/Monsters/VaalConstructs/Sentinel/VaalConstructSentinel	Stone Sentinel
Metadata/Monsters/VaalConstructs/Sentinel/VaalConstructSentinelInert	Stone Sentinel
Metadata/Monsters/VaalConstructs/Sentinel/VaalConstructSentinelNoEmerge_	Stone Sentinel
Metadata/Monsters/VaalConstructs/Sentinel/VaalConstructSentinelStrongbox	Stone Sentinel
Metadata/Monsters/VaalConstructs/Sentinel/VaalConstructSentinelSpawned	Stone Sentinel
Metadata/Monsters/VaalConstructs/Sentinel/VaalConstructSentinelUpperMachinarium_	Stone Sentinel
Metadata/Monsters/VaalConstructs/Sentinel/VaalConstructSentinelGolden	Gold-Melted Sentinel
Metadata/Monsters/VaalConstructs/Sentinel/VaalConstructSentinelGoldenNoEmerge	Gold-Melted Sentinel
Metadata/Monsters/VaalConstructs/Pyramid/VaalConstructPyramidAncient	Rusted Reconstructor
Metadata/Monsters/VaalConstructs/Pyramid/VaalConstructPyramidAncientActivated	Rusted Reconstructor
Metadata/Monsters/VaalConstructs/Pyramid/VaalConstructPyramidSpawned	Reconstructor
Metadata/Monsters/VaalConstructs/Golem/VaalConstructGolem	Shockblade Construct
Metadata/Monsters/VaalConstructs/Golem/VaalConstructGolemAncient	Rusted Dyna Golem
Metadata/Monsters/VaalConstructs/Golem/VaalConstructGolemAncientStrongbox	Rusted Dyna Golem
Metadata/Monsters/VaalConstructs/Golem/VaalConstructGolemSpawned	Shockblade Construct
Metadata/Monsters/VaalConstructs/Skitterbot/VaalConstructSkitterbot	Crawler Sentinel
Metadata/Monsters/VaalConstructs/Skitterbot/VaalConstructSkitterbotAncient_	Crawler Sentinel
Metadata/Monsters/VaalConstructs/Skitterbot/VaalConstructSkitterbotAncientStrongbox	Crawler Sentinel
Metadata/Monsters/VaalConstructs/Skitterbot/VaalConstructSkitterbotSpawned	Crawler Sentinel
Metadata/Monsters/VaalConstructs/Monkey/VaalConstructMonkey	Constructed Monkey
Metadata/Monsters/VaalConstructs/Monkey/VaalConstructMonkeyHead	Constructed Monkey Head
Metadata/Monsters/RatMonster/RatMonster	Rotted Rat
Metadata/Monsters/RatMonster/RatMonsterPoison__	Rotted Rat
Metadata/Monsters/VaalMonsters/Machinarium/Wraith/ProwlingShade	Prowling Shade
Metadata/Monsters/VaalMonsters/Machinarium/Wraith/ProwlingShadeClone_	Prowling Shade
Metadata/Monsters/VaalMonsters/Machinarium/VaalGuards/UndeadGuardDaggers	Undead Vaal Bladedancer
Metadata/Monsters/VaalMonsters/Machinarium/VaalGuards/UndeadGuardMortar	Undead Vaal Guard
Metadata/Monsters/VaalMonsters/Machinarium/VaalGuards/UndeadGuardSpear	Undead Vaal Guard
Metadata/Monsters/VaalMonsters/Machinarium/VaalGuards/UndeadGuardDaggersStrongbox	Undead Vaal Bladedancer
Metadata/Monsters/VaalMonsters/Machinarium/VaalGuards/UndeadGuardMortarStrongbox	Undead Vaal Guard
