Metadata/Items/PantheonSouls/PantheonSoulLunarisUpgrade3	Captured Soul of Captain Clayborne, The Accursed	1	1
Metadata/Items/PantheonSouls/PantheonSoulAbberathUpgrade1	Captured Soul of Megaera	1	1
Metadata/Items/PantheonSouls/PantheonSoulGruthkulUpgrade1	Captured Soul of Erebix, Light's Bane	1	1
Metadata/Items/PantheonSouls/PantheonSoulYugulUpgrade1	Captured Soul of Varhesh, Shimmering Aberration	1	1
Metadata/Items/PantheonSouls/PantheonSoulShakariUpgrade1	Captured Soul of Terror of the Infinite Drifts	1	1
Metadata/Items/PantheonSouls/PantheonSoulTukohamaUpgrade1	Captured Soul of Tahsin, Warmaker	1	1
Metadata/Items/PantheonSouls/PantheonSoulRalakeshUpgrade1	Captured Soul of Drek, Apex Hunter	1	1
Metadata/Items/PantheonSouls/PantheonSoulGarukhanUpgrade1	Captured Soul of Stalker of the Endless Dunes	1	1
Metadata/Items/PantheonSouls/PantheonSoulRyslathaUpgrade1	Captured Soul of Gorulis, Will-Thief	1	1
Metadata/Items/UniqueFragments/FragmentUniqueShield1_1	Archon Kite Shield Piece	1	2
Metadata/Items/UniqueFragments/FragmentUniqueShield1_2	Archon Kite Shield Piece	1	2
Metadata/Items/UniqueFragments/FragmentUniqueShield1_3	Archon Kite Shield Piece	1	1
Metadata/Items/UniqueFragments/FragmentUniqueShield1_4	Archon Kite Shield Piece	1	1
Metadata/Items/UniqueFragments/FragmentUniqueSword1_1	Legion Sword Piece	1	2
Metadata/Items/UniqueFragments/FragmentUniqueSword1_2	Legion Sword Piece	1	2
Metadata/Items/UniqueFragments/FragmentUniqueSword1_3	Legion Sword Piece	2	1
Metadata/Items/UniqueFragments/FragmentUniqueStaff1_1	Imperial Staff Piece	1	2
Metadata/Items/UniqueFragments/FragmentUniqueStaff1_2	Imperial Staff Piece	1	2
Metadata/Items/UniqueFragments/FragmentUniqueStaff1_3	Imperial Staff Piece	2	2
Metadata/Items/UniqueFragments/FragmentUniqueBelt1_1	Cloth Belt Piece	1	1
Metadata/Items/UniqueFragments/FragmentUniqueBelt1_2	Cloth Belt Piece	1	1
Metadata/Items/UniqueFragments/FragmentUniqueQuiver1_1	Blunt Arrow Quiver Piece	1	2
Metadata/Items/UniqueFragments/FragmentUniqueQuiver1_2	Blunt Arrow Quiver Piece	1	2
Metadata/Items/UniqueFragments/FragmentUniqueQuiver1_3	Blunt Arrow Quiver Piece	2	1
Metadata/Items/UniqueFragments/FragmentUniqueHelmet1_1	Callous Mask Piece	1	1
Metadata/Items/UniqueFragments/FragmentUniqueHelmet1_2	Callous Mask Piece	1	1
Metadata/Items/UniqueFragments/FragmentUniqueHelmet1_3	Callous Mask Piece	2	1
Metadata/Items/UniqueFragments/FragmentUniqueMap26_1	Ultimatum Aspect	1	2
Metadata/Items/UniqueFragments/FragmentUniqueMap26_2	Ultimatum Aspect	3	1
Metadata/Items/UniqueFragments/FragmentUniqueMap26_3	Ultimatum Aspect	1	2
Metadata/Items/UniqueFragments/FragmentUniqueMap26_4	Ultimatum Aspect	1	2
Metadata/Items/Scarabs/ScarabBreach1	Rusted Breach Scarab	1	1
Metadata/Items/Scarabs/ScarabBreach2	Polished Breach Scarab	1	1
Metadata/Items/Scarabs/ScarabBreach3	Gilded Breach Scarab	1	1
Metadata/Items/Scarabs/ScarabBreach4	Winged Breach Scarab	1	1
Metadata/Items/Scarabs/ScarabMaps1	Rusted Cartography Scarab	1	1
Metadata/Items/Scarabs/ScarabMaps2	Polished Cartography Scarab	1	1
Metadata/Items/Scarabs/ScarabMaps3	Gilded Cartography Scarab	1	1
Metadata/Items/Scarabs/ScarabMaps4	Winged Cartography Scarab	1	1
Metadata/Items/Scarabs/ScarabUniques1	Rusted Reliquary Scarab	1	1
Metadata/Items/Scarabs/ScarabUniques2	Polished Reliquary Scarab	1	1
Metadata/Items/Scarabs/ScarabUniques3	Gilded Reliquary Scarab	1	1
Metadata/Items/Scarabs/ScarabUniques4	Winged Reliquary Scarab	1	1
Metadata/Items/Scarabs/ScarabBeasts1	Rusted Bestiary Scarab	1	1
Metadata/Items/Scarabs/ScarabBeasts2	Polished Bestiary Scarab	1	1
Metadata/Items/Scarabs/ScarabBeasts3	Gilded Bestiary Scarab	1	1
Metadata/Items/Scarabs/ScarabBeasts4	Winged Bestiary Scarab	1	1
Metadata/Items/Scarabs/ScarabBeasts4a	Farric Lure	1	1
Metadata/Items/Scarabs/ScarabBeasts4b	Saqawine Lure	1	1
Metadata/Items/Scarabs/ScarabBeasts4c	Fenumal Lure	1	1
Metadata/Items/Scarabs/ScarabBeasts4d	Craicic Lure	1	1
Metadata/Items/Scarabs/ScarabShaperRares1	Rusted Shaper Scarab	1	1
Metadata/Items/Scarabs/ScarabShaperRares2	Polished Shaper Scarab	1	1
Metadata/Items/Scarabs/ScarabShaperRares3	Gilded Shaper Scarab	1	1
Metadata/Items/Scarabs/ScarabShaperRares4	Winged Shaper Scarab	1	1
Metadata/Items/Scarabs/ScarabElderRares1	Rusted Elder Scarab	1	1
Metadata/Items/Scarabs/ScarabElderRares2	Polished Elder Scarab	1	1
Metadata/Items/Scarabs/ScarabElderRares3	Gilded Elder Scarab	1	1
Metadata/Items/Scarabs/ScarabElderRares4	Winged Elder Scarab	1	1
Metadata/Items/Scarabs/ScarabSulphite1	Rusted Sulphite Scarab	1	1
Metadata/Items/Scarabs/ScarabSulphite2	Polished Sulphite Scarab	1	1
Metadata/Items/Scarabs/ScarabSulphite3	Gilded Sulphite Scarab	1	1
Metadata/Items/Scarabs/ScarabSulphite4	Winged Sulphite Scarab	1	1
Metadata/Items/Scarabs/ScarabDivinationCards1	Rusted Divination Scarab	1	1
Metadata/Items/Scarabs/ScarabDivinationCards2	Polished Divination Scarab	1	1
Metadata/Items/Scarabs/ScarabDivinationCards3	Gilded Divination Scarab	1	1
Metadata/Items/Scarabs/ScarabDivinationCards4	Winged Divination Scarab	1	1
Metadata/Items/Scarabs/ScarabTorment1	Rusted Torment Scarab	1	1
Metadata/Items/Scarabs/ScarabTorment2	Polished Torment Scarab	1	1
Metadata/Items/Scarabs/ScarabTorment3	Gilded Torment Scarab	1	1
Metadata/Items/Scarabs/ScarabTorment4	Winged Torment Scarab	1	1
Metadata/Items/Scarabs/ScarabStrongbox1	Rusted Ambush Scarab	1	1
Metadata/Items/Scarabs/ScarabStrongbox2	Polished Ambush Scarab	1	1
Metadata/Items/Scarabs/ScarabStrongbox3	Gilded Ambush Scarab	1	1
Metadata/Items/Scarabs/ScarabStrongbox4	Winged Ambush Scarab	1	1
Metadata/Items/Scarabs/ScarabHarbinger1	Rusted Harbinger Scarab	1	1
Metadata/Items/Scarabs/ScarabHarbinger2	Polished Harbinger Scarab	1	1
Metadata/Items/Scarabs/ScarabHarbinger3	Gilded Harbinger Scarab	1	1
Metadata/Items/Scarabs/ScarabHarbinger4	Winged Harbinger Scarab	1	1
Metadata/Items/Scarabs/ScarabPerandus1	Rusted Expedition Scarab	1	1
Metadata/Items/Scarabs/ScarabPerandus2	Polished Expedition Scarab	1	1
Metadata/Items/Scarabs/ScarabPerandus3	Gilded Expedition Scarab	1	1
Metadata/Items/Scarabs/ScarabPerandus4	Winged Expedition Scarab	1	1
Metadata/Items/Scarabs/ScarabLegion1	Rusted Legion Scarab	1	1
Metadata/Items/Scarabs/ScarabLegion2	Polished Legion Scarab	1	1
Metadata/Items/Scarabs/ScarabLegion3	Gilded Legion Scarab	1	1
Metadata/Items/Scarabs/ScarabLegion4	Winged Legion Scarab	1	1
Metadata/Items/Scarabs/ScarabMetamorph1	Rusted Metamorph Scarab	1	1
Metadata/Items/Scarabs/ScarabMetamorph2	Polished Metamorph Scarab	1	1
Metadata/Items/Scarabs/ScarabMetamorph3	Gilded Metamorph Scarab	1	1
Metadata/Items/Scarabs/ScarabMetamorph4	Winged Metamorph Scarab	1	1
Metadata/Items/Scarabs/ScarabBlight1	Rusted Blight Scarab	1	1
Metadata/Items/Scarabs/ScarabBlight2	Polished Blight Scarab	1	1
Metadata/Items/Scarabs/ScarabBlight3	Gilded Blight Scarab	1	1
Metadata/Items/Scarabs/ScarabBlight4	Winged Blight Scarab	1	1
Metadata/Items/Scarabs/ScarabAbyss1	Rusted Abyss Scarab	1	1
Metadata/Items/Scarabs/ScarabAbyss2	Polished Abyss Scarab	1	1
Metadata/Items/Scarabs/ScarabAbyss3	Gilded Abyss Scarab	1	1
Metadata/Items/Scarabs/ScarabAbyss4	Winged Abyss Scarab	1	1
Metadata/Items/Currency/DistilledEmotion1	Diluted Liquid Ire	1	1
Metadata/Items/Currency/DistilledEmotion2	Diluted Liquid Guilt	1	1
Metadata/Items/Currency/DistilledEmotion3	Diluted Liquid Greed	1	1
Metadata/Items/Currency/DistilledEmotion4	Liquid Paranoia	1	1
Metadata/Items/Currency/DistilledEmotion5	Liquid Envy	1	1
Metadata/Items/Currency/DistilledEmotion6	Liquid Disgust	1	1
Metadata/Items/Currency/DistilledEmotion7	Liquid Despair	1	1
Metadata/Items/Currency/DistilledEmotion8	Concentrated Liquid Fear	1	1
Metadata/Items/Currency/DistilledEmotion9	Concentrated Liquid Suffering	1	1
Metadata/Items/Currency/DistilledEmotion10	Concentrated Liquid Isolation	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgradeFinal	Ivory Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_1	Crimson Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_2	Crimson Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_3	Crimson Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_4	Crimson Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_5	Crimson Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_6	Crimson Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_7	Crimson Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_8	Crimson Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_1	Cobalt Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_2	Cobalt Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_3	Cobalt Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_4	Cobalt Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_5	Cobalt Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_6	Cobalt Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_7	Cobalt Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_8	Cobalt Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_1	Viridian Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_2	Viridian Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_3	Viridian Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_4	Viridian Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_5	Viridian Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_6	Viridian Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_7	Viridian Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_8	Viridian Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_1	Golden Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_2	Golden Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_3	Golden Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_4	Golden Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_5	Golden Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_6	Golden Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_7	Golden Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_8	Golden Watchstone	1	1
Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial1	Ceremonial Voidstone	1	1
Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial2	Decayed Voidstone	1	1
Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial3	Grasping Voidstone	1	1
Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial4	Omniscient Voidstone	1	1
Metadata/Items/AtlasExiles/AddModToRareCrusader	Crusader's Exalted Orb	1	1
Metadata/Items/AtlasExiles/AddModToRareRedeemer	Redeemer's Exalted Orb	1	1
Metadata/Items/AtlasExiles/AddModToRareHunter	Hunter's Exalted Orb	1	1
Metadata/Items/AtlasExiles/AddModToRareWarlord	Warlord's Exalted Orb	1	1
Metadata/Items/AtlasExiles/ApplyInfluence	Awakener's Orb	1	1
Metadata/Items/Weapons/OneHandWeapons/Daggers/EtherealBlade1	Ethereal Blade	1	3
Metadata/Items/Heist/HeistCoin	Rogue's Marker	1	1
Metadata/Items/Heist/HeistContractControlBlocks	Contract: Bunker	1	1
Metadata/Items/Heist/HeistContractMines	Contract: Smuggler's Den	1	1
Metadata/Items/Heist/HeistContractDungeon	Contract: Laboratory	1	1
Metadata/Items/Heist/HeistContractReliquary	Contract: Repository	1	1
Metadata/Items/Heist/HeistContractLibrary	Contract: Prohibited Library	1	1
Metadata/Items/Heist/HeistContractRobotTunnels	Contract: Tunnels	1	1
Metadata/Items/Heist/HeistContractSewers	Contract: Underbelly	1	1
Metadata/Items/Heist/HeistContractCourts	Contract: Records Office	1	1
Metadata/Items/Heist/HeistContractMansion	Contract: Mansion	1	1
Metadata/Items/Heist/HeistBlueprintControlBlocks	Blueprint: Bunker	1	1
Metadata/Items/Heist/HeistBlueprintMines	Blueprint: Smuggler's Den	1	1
Metadata/Items/Heist/HeistBlueprintDungeon	Blueprint: Laboratory	1	1
Metadata/Items/Heist/HeistBlueprintReliquary	Blueprint: Repository	1	1
Metadata/Items/Heist/HeistBlueprintLibrary	Blueprint: Prohibited Library	1	1
Metadata/Items/Heist/HeistBlueprintRobotTunnels	Blueprint: Tunnels	1	1
Metadata/Items/Heist/HeistBlueprintSewers	Blueprint: Underbelly	1	1
Metadata/Items/Heist/HeistBlueprintCourts	Blueprint: Records Office	1	1
Metadata/Items/Heist/HeistBlueprintMansion	Blueprint: Mansion	1	1
Metadata/Items/Heist/HeistEquipmentWeaponTest	[UNUSED] Heist Test Weapon	2	2
Metadata/Items/Heist/HeistEquipmentToolTest	[UNUSED] Heist Test Tool	2	2
Metadata/Items/Heist/HeistEquipmentUtilityTest	[UNUSED] Heist Test Utility Equipment	2	2
Metadata/Items/Heist/HeistEquipmentRewardTest	[UNUSED] Heist Test Reward Equipment	1	1
Metadata/Items/Heist/QuestContracts/HeistContractTutorial	Contract: Trial Run	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestKarst1	Contract: Stolen Lockpicks	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestKarst2	Contract: Karst's Revenge	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestKarst3	Contract: Credit Where Credit's Due	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestTibbs1	Contract: Finding Opal	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestTibbs2	Contract: Opal's Jewels	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestHuck1	Contract: Enoch's Whereabouts	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestHuck2	Contract: Enoch's Remains	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestVinderi1	Contract: Grocery List	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestVinderi2	Contract: The Vinderi Bomb	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestGianna1	Contract: The Nameless Play	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestGianna2	Contract: The Finest Costumes	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestTullina1	Contract: The Wedding Dress	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestTullina2	Contract: Disengagement	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestNiles1	Contract: Rational Tools	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestNiles2	Contract: A Mundane Sample	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestNenet1	Contract: The Book of Jamanra	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestNenetRepeatable	Forbidden Contract	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestIsla1	Contract: Isla's Prototypes	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestIsla2	Contract: Isla's Designs	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestIslaRepeatable	Preventative Contract	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestAdiyah1	Contract: A Matter of Honour	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestAdiyah2	Contract: Flying False Colours	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestAdiyahRepeatable	Familial Contract	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestWhakano1	Contract: Slaver's Revenge	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestWhakano2	Contract: Follow the Paper Trail	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestWhakanoRepeatable	Vigilante Contract	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestFaustus1	Contract: The Admiral's Records	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestFaustus2	Contract: Findings for Fidium	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestFaustusRepeatable	Naval Contract	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestKurai1	Contract: Hyrri's Gift	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestKurai2	Contract: The Negotiation	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestKurai3	Contract: The Rescue	1	1
Metadata/Items/Heist/QuestContracts/HeistContractQuestKuraiRepeatable	Vengeful Contract	1	1
Metadata/Items/Heist/HeistEquipmentCloak1	Torn Cloak	2	2
Metadata/Items/Heist/HeistEquipmentCloak2	Tattered Cloak	2	2
Metadata/Items/Heist/HeistEquipmentCloak3	Hooded Cloak	2	2
Metadata/Items/Heist/HeistEquipmentCloak4	Whisper-woven Cloak	2	2
Metadata/Items/Heist/HeistEquipmentBrooch1	Silver Brooch	1	1
Metadata/Items/Heist/HeistEquipmentBrooch2	Golden Brooch	1	1
Metadata/Items/Heist/HeistEquipmentBrooch3	Enamel Brooch	1	1
Metadata/Items/Heist/HeistEquipmentBrooch4	Foliate Brooch	1	1
Metadata/Items/Heist/HeistEquipmentLockpicking1	Simple Lockpick	2	2
Metadata/Items/Heist/HeistEquipmentLockpicking2	Standard Lockpick	2	2
Metadata/Items/Heist/HeistEquipmentLockpicking3	Fine Lockpick	2	2
Metadata/Items/Heist/HeistEquipmentLockpicking4	Master Lockpick	2	2
Metadata/Items/Heist/HeistEquipmentBruteForce1	Leather Bracers	2	2
Metadata/Items/Heist/HeistEquipmentBruteForce2	Studded Bracers	2	2
Metadata/Items/Heist/HeistEquipmentBruteForce3	Runed Bracers	2	2
Metadata/Items/Heist/HeistEquipmentBruteForce4	Steel Bracers	2	2
Metadata/Items/Heist/HeistEquipmentPerception1	Crude Sensing Charm	2	2
Metadata/Items/Heist/HeistEquipmentPerception2	Fine Sensing Charm	2	2
Metadata/Items/Heist/HeistEquipmentPerception3	Polished Sensing Charm	2	2
Metadata/Items/Heist/HeistEquipmentPerception4	Thaumaturgical Sensing Charm	2	2
Metadata/Items/Heist/HeistEquipmentDemolition1	Voltaxic Flashpowder	2	2
Metadata/Items/Heist/HeistEquipmentDemolition2	Trarthan Flashpowder	2	2
Metadata/Items/Heist/HeistEquipmentDemolition3	Azurite Flashpowder	2	2
Metadata/Items/Heist/HeistEquipmentDemolition4	Thaumetic Flashpowder	2	2
Metadata/Items/Heist/HeistEquipmentCounterThaumaturge1	Crude Ward	2	2
Metadata/Items/Heist/HeistEquipmentCounterThaumaturge2	Lustrous Ward	2	2
Metadata/Items/Heist/HeistEquipmentCounterThaumaturge3	Shining Ward	2	2
Metadata/Items/Heist/HeistEquipmentCounterThaumaturge4	Thaumaturgical Ward	2	2
Metadata/Items/Heist/HeistEquipmentTrapDisarmament1	Essential Keyring	2	2
Metadata/Items/Heist/HeistEquipmentTrapDisarmament2	Versatile Keyring	2	2
Metadata/Items/Heist/HeistEquipmentTrapDisarmament3	Skeleton Keyring	2	2
Metadata/Items/Heist/HeistEquipmentTrapDisarmament4	Grandmaster Keyring	2	2
Metadata/Items/Heist/HeistEquipmentAgility1	Eelskin Sole	2	2
Metadata/Items/Heist/HeistEquipmentAgility2	Foxhide Sole	2	2
Metadata/Items/Heist/HeistEquipmentAgility3	Winged Sole	2	2
Metadata/Items/Heist/HeistEquipmentAgility4	Silkweave Sole	2	2
Metadata/Items/Heist/HeistEquipmentDeception1	Basic Disguise Kit	2	2
Metadata/Items/Heist/HeistEquipmentDeception2	Theatre Disguise Kit	2	2
Metadata/Items/Heist/HeistEquipmentDeception3	Espionage Disguise Kit	2	2
Metadata/Items/Heist/HeistEquipmentDeception4	Regicide Disguise Kit	2	2
Metadata/Items/Heist/HeistEquipmentEngineering1	Steel Drill	2	2
Metadata/Items/Heist/HeistEquipmentEngineering2	Flanged Drill	2	2
Metadata/Items/Heist/HeistEquipmentEngineering3	Sulphur Blowtorch	2	2
Metadata/Items/Heist/HeistEquipmentEngineering4	Thaumetic Blowtorch	2	2
Metadata/Items/Heist/HeistEquipmentMelee1	Rough Sharpening Stone	2	2
Metadata/Items/Heist/HeistEquipmentMelee2	Standard Sharpening Stone	2	2
Metadata/Items/Heist/HeistEquipmentMelee3	Fine Sharpening Stone	2	2
Metadata/Items/Heist/HeistEquipmentMelee4	Obsidian Sharpening Stone	2	2
Metadata/Items/Heist/HeistEquipmentRanged1	Flanged Arrowhead	2	2
Metadata/Items/Heist/HeistEquipmentRanged2	Fragmenting Arrowhead	2	2
Metadata/Items/Heist/HeistEquipmentRanged3	Hollowpoint Arrowhead	2	2
Metadata/Items/Heist/HeistEquipmentRanged4	Precise Arrowhead	2	2
Metadata/Items/Heist/HeistEquipmentCaster1	Focal Stone	2	2
Metadata/Items/Heist/HeistEquipmentCaster2	Conduit Line	2	2
Metadata/Items/Heist/HeistEquipmentCaster3	Aggregator Charm	2	2
Metadata/Items/Heist/HeistEquipmentCaster4	Burst Band	2	2
Metadata/Items/Heist/HeistFinalObjective1	Urn of Farud	2	2
Metadata/Items/Heist/HeistFinalObjective2	Box of Tripyxis	2	2
Metadata/Items/Heist/HeistFinalObjective3	Incense of Keth	2	2
Metadata/Items/Heist/HeistFinalObjective4	Crest of Ezomyr	2	2
Metadata/Items/Heist/HeistFinalObjective5	Ez Myrae Tome	2	2
Metadata/Items/Heist/HeistFinalObjective6	Hand of Arimor	2	2
Metadata/Items/Heist/HeistFinalObjective7	Abberathine Horns	2	2
Metadata/Items/Heist/HeistFinalObjective8	Admiral Proclar's Pipe	2	2
Metadata/Items/Heist/HeistFinalObjective9	Alchemical Chalice	2	2
Metadata/Items/Heist/HeistFinalObjective10	Ogham Candelabra	2	2
Metadata/Items/Heist/HeistFinalObjective11	Tusked Hominid Skull	2	2
Metadata/Items/Heist/HeistFinalObjective12	Celestial Stone	2	2
Metadata/Items/Heist/HeistFinalObjective13	Urn of the Original Ashes	2	2
Metadata/Items/Heist/HeistFinalObjective14	Heart Coil	2	2
Metadata/Items/Heist/HeistFinalObjective15	Enigmatic Assembly A4	2	2
Metadata/Items/Heist/HeistFinalObjective16	Enigmatic Assembly B2	2	2
Metadata/Items/Heist/HeistFinalObjective17	Enigmatic Assembly C5	2	2
Metadata/Items/Heist/HeistFinalObjective18	Enigmatic Assembly D1	2	2
Metadata/Items/Heist/HeistFinalObjective19	Mirror of Teklatipitzi	2	2
Metadata/Items/Heist/HeistFinalObjective20	Bust of Emperor Caspiro	2	2
Metadata/Items/Heist/HeistFinalObjective21	Golden Hetzapal Idol	2	2
Metadata/Items/Heist/HeistFinalObjective22	Flask of Welakath	2	2
Metadata/Items/Heist/HeistFinalObjective23	Forbidden Lamp	2	2
Metadata/Items/Heist/HeistFinalObjective24	The Goddess of Water	2	2
Metadata/Items/Heist/HeistFinalObjective25	The Golden Ibis	2	2
Metadata/Items/Heist/HeistFinalObjective26	Impossible Crystal	2	2
Metadata/Items/Heist/HeistFinalObjective27	Living Ice	2	2
Metadata/Items/Heist/HeistFinalObjective28	Seal of Lunaris	2	2
Metadata/Items/Heist/HeistFinalObjective29	Golden Matatl Idol	2	2
Metadata/Items/Heist/HeistFinalObjective30	The Sea Pearl Heirloom	2	2
Metadata/Items/Heist/HeistFinalObjective31	Seal of Solaris	2	2
Metadata/Items/Heist/HeistFinalObjective32	Golden Napuatzi Idol	2	2
Metadata/Items/Heist/HeistFinalObjective33	Essence Burner	2	4
Metadata/Items/Heist/HeistFinalObjective34	Ancient Seal	2	4
Metadata/Items/Heist/HeistFinalObjective35	Blood of Innocence	2	4
Metadata/Items/Heist/HeistFinalObjective36	Dekhara's Resolve	2	4
Metadata/Items/Heist/HeistFinalObjective37	Orbala's Fifth Adventure	2	4
Metadata/Items/Heist/HeistFinalObjective38	Staff of the First Sin Eater	2	4
Metadata/Items/Heist/HeistFinalObjective39	Sword of the Inverse Relic	2	4
Metadata/Items/Heist/HeistFinalObjective40	Golden Slave Idol	2	2
Metadata/Items/Heist/HeistFinalObjective41	Golden Xoplotli Idol	2	2
Metadata/Items/Heist/HeistFinalObjective42	Ceremonial Goblet	2	2
Metadata/Items/Heist/HeistFinalObjective43	Crested Golden Idol	2	2
Metadata/Items/Heist/HeistFinalObjective44	Golden Ceremonial Mask	2	2
Metadata/Items/Heist/HeistFinalObjective45	Golden Prayer Idol	2	2
Metadata/Items/Heist/HeistFinalObjective46	Golden Grotesque	2	2
Metadata/Items/Heist/HeistFinalObjective47	Golden Sacrificial Glyph	2	2
Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestKarst1	Karst's Lockpicks	2	2
Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestKarst2	"The Kiss Goodnight"	1	1
Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestKarst3	Poisoned Lockpick	1	1
Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestTibbs1	Census Records	1	1
Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestTibbs2	Tibbs' Wealth	1	1
Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestHuck1	Blackguard Personnel Files	1	1
Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestHuck2	Enoch's Tags	1	1
Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestVinderi1	Alchemical Supplies	1	1
Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestVinderi2	Fumarole Tar	1	1
Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestGianna1	"The Nameless Play"	1	1
Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestGianna2	Templar Uniforms	1	1
Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestTullina1	Merveil's Wedding Dress	1	1
Metadata/Items/Heist/QuestItems/HeistFinalObjectiveQuestTullina2	Tullina's Engagement Ring	1	1
